X1,X2,X3,Y
0.162166217,0,0.341992079,0
0.724821234,1,0.666446061,0
0.78459106,1,0.956853408,1
0.216755974,0,0.625275908,0
0.828123347,0,0.300218775,1
0.031784311,0,0.913534332,0
0.994024767,0,0.948783352,1
0.936862847,0,0.57506311,1
0.805984223,0,0.533045274,1
0.873078275,0,0.573070743,1
0.77026738,1,0.629781623,1
0.400318595,0,0.893869584,1
0.139591596,0,0.656838406,0
0.697593459,1,0.587745342,0
0.770805378,1,0.42584913,1
0.225314833,0,0.304329645,0
0.665468702,1,0.758016383,0
0.883465745,0,0.020197574,1
0.369353885,0,0.836553733,1
0.597063983,1,0.667715346,0
0.347023377,0,0.843187561,1
0.397424565,0,0.253334866,1
0.274005469,0,0.980833488,1
0.170879274,0,0.36478459,0
0.388617856,0,0.137960684,1
0.509044892,1,0.384601179,0
0.538807386,1,0.68249962,0
0.295308317,0,0.494149421,1
0.293054093,0,0.85299975,1
0.820182779,0,0.081450571,1
0.119207886,0,0.001706381,0
0.908006787,0,0.422775031,1
0.868693063,0,0.795558574,1
0.868085279,0,0.490348646,1
0.049166992,0,0.711022804,0
0.108836107,0,0.587880836,0
0.405597955,0,0.746093006,1
0.929189929,0,0.831238922,1
0.713728201,1,0.07720731,0
0.34176207,0,0.232322926,1
0.186379055,0,0.374734126,0
0.306664249,0,0.753594166,1
0.833930265,0,0.867498197,1
0.898918278,0,0.039667029,1
0.516773384,1,0.160430342,0
0.126056507,0,0.070950483,0
0.223208419,0,0.950071481,0
0.251675558,0,0.413308401,1
0.768434128,1,0.887943461,1
0.629759561,1,0.403402502,0
0.580808725,1,0.790983581,0
0.908502315,0,0.5897327,1
0.210895836,0,0.812279948,0
0.104044647,0,0.90698092,0
0.881139585,0,0.540932055,1
0.569639175,1,0.201497223,0
0.717941791,1,0.145924877,0
0.756969355,1,0.599705527,1
0.757630777,1,0.992910564,1
0.122071072,0,0.019120664,0
0.378146322,0,0.421550337,1
0.217860565,0,0.965738163,0
0.258705511,0,0.553657185,1
0.345617572,0,0.048442661,1
0.739995289,1,0.752256491,0
0.950319446,0,0.125726867,1
0.084940685,0,0.04211382,0
0.6488376,1,0.257498455,0
0.947220945,0,0.06507368,1
0.195639358,0,0.229171091,0
0.20490549,0,0.899852387,0
0.613126176,1,0.678615353,0
0.147987608,0,0.254256512,0
0.157782425,0,0.646227629,0
0.323588941,0,0.015709739,1
0.958831822,0,0.581186523,1
0.485069052,0,0.085937207,1
0.958742278,0,0.741273949,1
0.654128123,1,0.499901171,0
0.504648036,1,0.822812502,0
0.389829091,0,0.329544217,1
0.997198192,0,0.180775715,1
0.797970437,1,0.042950263,1
0.823122431,0,0.054057488,1
0.422504307,0,0.170839293,1
0.352522262,0,0.761926551,1
0.374519133,0,0.2993663,1
0.688617937,1,0.058308855,0
0.899048722,0,0.12128593,1
0.93095444,0,0.700279817,1
0.005696876,0,0.521821053,0
0.452778729,0,0.522596697,1
0.410268568,0,0.953954084,1
0.652520028,1,0.948162199,0
0.308978452,0,0.458149347,1
0.714647202,1,0.850524067,0
0.208460143,0,0.648757057,0
0.609025298,1,0.299228506,0
0.598126067,1,0.417811676,0
0.548237562,1,0.770009672,0
0.712043166,1,0.891012906,0
0.997500179,0,0.120122933,1
0.145314116,0,0.528674657,0
0.181020551,0,0.065404574,0
0.734280034,1,0.26050413,0
0.73083753,1,0.157384262,0
0.715714346,1,0.431455969,0
0.251020015,0,0.379855617,1
0.906072717,0,0.246098183,1
0.965120859,0,0.364601701,1
0.529547198,1,0.814673513,0
0.610307631,1,0.888583896,0
0.662300932,1,0.624587099,0
0.5193893,1,0.640401555,0
0.532384998,1,0.360817693,0
0.108843285,0,0.324549471,0
0.980288579,0,0.767957419,1
0.00478,0,0.711838019,0
0.791199265,1,0.255147497,1
0.829416657,0,0.963522286,1
0.495781549,0,0.567343483,1
0.579920479,1,0.078669817,0
0.916494397,0,0.019037589,1
0.823210347,0,0.901664831,1
0.42893279,0,0.894638863,1
0.303352225,0,0.673548412,1
0.70432125,1,0.022426028,0
0.018435417,0,0.770202397,0
0.462479133,0,0.325456981,1
0.641220407,1,0.863662389,0
0.551793444,1,0.059625805,0
0.708100815,1,0.020609441,0
0.825338399,0,0.239281847,1
0.120833863,0,0.228552793,0
0.292972519,0,0.121790932,1
0.04842503,0,0.646176892,0
0.261258399,0,0.572655756,1
0.894869476,0,0.019611559,1
0.379833344,0,0.094864433,1
0.00880845,0,0.84993274,0
0.045177572,0,0.03133949,0
0.029808544,0,0.228575969,0
0.111324056,0,0.645275776,0
0.652462647,1,0.816338097,0
0.605308843,1,0.045464445,0
0.426485226,0,0.039718359,1
0.207926266,0,0.902419497,0
0.55652223,1,0.272892766,0
0.069377685,0,0.678076522,0
0.18804316,0,0.689127784,0
0.45526302,0,0.856319531,1
0.902742388,0,0.569143822,1
0.460049153,0,0.388762508,1
0.12002073,0,0.090209673,0
0.53346626,1,0.215455859,0
0.385036716,0,0.01973227,1
0.939659539,0,0.114154035,1
0.527057839,1,0.724622495,0
0.946964232,0,0.479996281,1
0.641651141,1,0.753409153,0
0.50542866,1,0.872123578,0
0.193296298,0,0.175315923,0
0.259285517,0,0.954825327,1
0.024423337,0,0.556486771,0
0.542521108,1,0.070175593,0
0.642548831,1,0.266487432,0
0.119661591,0,0.309784601,0
0.633077371,1,0.716878068,0
0.922661643,0,0.269091593,1
0.19147569,0,0.555824784,0
0.307539143,0,0.57565029,1
0.341541883,0,0.787903611,1
0.888874798,0,0.114921388,1
0.705008176,1,0.759462273,0
0.266903785,0,0.754052451,1
0.472557299,0,0.737633164,1
0.64462484,1,0.645054977,0
0.285560306,0,0.566113735,1
0.855950796,0,0.706201692,1
0.207203043,0,0.422106714,0
0.800501816,0,0.591046616,1
0.195976798,0,0.768845711,0
0.866894328,0,0.073704635,1
0.020830987,0,0.963212559,0
0.68576365,1,0.551087991,0
0.000562108,0,0.914877825,0
0.697394289,1,0.130589622,0
0.871730165,0,0.05745709,1
0.633303093,1,0.028034518,0
0.045082695,0,0.715264211,0
0.076921832,0,0.502347943,0
0.991960319,0,0.60728473,1
0.22424324,0,0.018880259,0
0.957890201,0,0.754987788,1
0.198526896,0,0.877168552,0
0.522797534,1,0.628542037,0
0.96332873,0,0.003326302,1
0.520919205,1,0.099561774,0
0.05074102,0,0.759584947,0
0.247214274,0,0.461553142,0
0.237161436,0,0.291336699,0
0.872340806,0,0.327568621,1
0.000357581,0,0.656684022,0
0.642156516,1,0.575307753,0
0.798061094,1,0.638917841,1
0.546729354,1,0.573612013,0
0.25229529,0,0.113268281,1
0.960361785,0,0.801128927,1
0.855091988,0,0.162717351,1
0.039996271,0,0.944175374,0
0.441798386,0,0.229094573,1
0.038986588,0,0.187315525,0
0.516247227,1,0.299993456,0
0.204347711,0,0.875646589,0
0.895991829,0,0.241050975,1
0.132187305,0,0.821065471,0
0.682177274,1,0.239540638,0
0.313307495,0,0.385911747,1
0.784062634,1,0.850569761,1
0.529610299,1,0.553140911,0
0.315008064,0,0.069435455,1
0.28927366,0,0.498188934,1
0.638139511,1,0.073070271,0
0.23685768,0,0.870650276,0
